Sample ID,Community,pH,Temp,EC,TDS,Na+,K+,Mg2+,Ca2+,Cl-,SO42-,HCO3-,NO3-,F-
,,6.83,27.13,406.01,230.55,7.39,55.80,66.32,36.53,8.14,19.38,309.26,83.67,1.79
,,8.63,29.77,553.33,380.68,10.02,117.62,33.66,29.46,6.41,5.50,161.19,60.89,0.40
,,7.01,29.25,733.61,378.88,1.98,73.85,57.94,31.55,2.62,35.93,257.63,41.48,11.25
,,9.02,26.49,509.13,250.68,9.13,15.17,53.03,24.54,6.32,38.28,367.98,24.25,8.43
,,8.97,25.26,765.08,315.53,4.66,116.22,43.26,9.10,0.63,35.80,94.64,12.69,0.67
,,9.16,28.47,700.46,191.81,8.91,71.28,21.57,40.60,13.32,22.91,392.18,79.93,1.17
,,8.48,25.78,678.54,288.62,10.34,109.00,8.60,29.17,13.28,9.17,99.82,28.30,18.15
,,6.98,27.28,384.17,211.40,7.80,92.37,40.34,32.85,4.02,9.43,104.43,56.44,16.04
,,8.76,29.11,403.11,299.33,0.36,94.43,66.97,27.73,6.56,34.39,224.44,90.59,1.25
,,7.42,28.67,713.11,270.53,5.80,38.73,45.07,34.00,11.49,30.91,370.35,89.59,14.76
,,6.62,27.40,583.51,405.54,1.98,102.93,61.19,17.10,3.00,17.11,329.62,25.73,16.78
,,7.26,26.01,416.68,266.28,7.21,17.60,60.88,34.89,6.04,35.21,384.93,86.51,5.71
,,6.62,28.89,434.86,275.91,6.81,51.93,24.23,2.68,7.84,15.83,321.58,11.22,17.15
,,8.31,28.39,776.80,368.66,4.03,75.79,14.42,14.15,14.21,16.28,72.40,85.58,1.93
,,6.86,29.16,391.25,321.66,5.99,105.83,68.45,40.89,9.86,14.96,120.98,57.03,0.01
,,8.63,29.82,285.68,221.56,3.67,107.34,37.10,15.24,2.85,20.65,320.61,79.15,4.24
,,7.36,29.19,623.51,197.26,7.56,95.33,2.84,36.84,12.75,2.85,355.57,36.46,15.27
,,9.41,28.51,487.15,223.63,10.07,110.13,4.78,2.85,12.79,10.87,302.38,62.64,13.33
,,8.36,26.93,345.63,404.52,11.27,42.23,3.41,26.47,4.90,32.96,116.18,56.87,7.67
,,7.91,25.90,341.13,268.60,1.21,86.79,23.81,11.25,6.34,34.68,303.58,61.36,14.85
,,8.32,28.61,622.89,204.04,7.79,85.74,57.33,10.40,5.69,4.45,123.23,20.89,17.17
,,8.55,28.96,583.25,296.64,0.85,78.87,37.74,12.32,10.64,18.86,171.32,22.59,0.37
,,9.46,25.40,509.22,191.58,2.03,34.97,8.43,6.37,3.77,11.91,82.61,7.78,4.83
,,7.93,25.56,690.48,407.69,11.39,70.74,56.86,29.56,4.02,39.69,377.98,68.22,17.23
,,7.44,29.94,425.73,255.96,10.49,94.72,9.46,30.47,5.91,26.16,369.38,14.83,8.39
,,6.85,29.40,387.17,276.34,10.97,60.95,1.15,36.89,11.65,24.56,134.78,24.79,13.18
,,9.40,25.66,462.73,386.25,3.04,70.16,50.84,27.69,9.94,15.69,243.81,21.28,12.62
,,8.71,27.66,587.88,345.49,2.24,9.11,12.76,5.99,10.39,23.27,231.32,15.50,1.24
,,6.93,26.32,730.21,326.45,2.63,68.42,45.14,17.04,13.49,29.44,245.40,21.21,2.77
,,7.12,26.69,426.25,387.06,4.65,106.77,2.76,27.16,10.90,39.12,203.51,22.73,3.99
,,9.09,27.60,497.17,224.88,9.37,12.63,50.59,25.24,6.60,24.36,90.38,13.64,0.63
,,8.69,29.16,605.24,377.16,3.48,47.62,34.04,23.41,3.00,23.53,323.26,67.24,12.59
,,8.92,26.41,422.55,306.34,3.78,95.14,12.33,40.61,13.62,25.28,190.44,78.99,9.42
,,7.03,29.13,526.11,341.43,9.76,36.93,57.92,25.11,9.85,15.04,271.93,42.34,11.16
,,8.39,28.70,475.30,372.59,2.42,62.11,54.73,5.09,12.01,6.79,369.59,70.24,18.41
,,7.58,26.76,315.21,260.10,6.85,99.33,45.18,28.21,5.69,14.10,227.99,46.47,15.27
,,7.13,28.31,405.83,362.11,0.12,56.68,44.09,23.47,7.24,14.92,244.83,86.46,2.14
,,8.69,26.35,548.40,192.61,8.55,12.84,9.69,37.05,7.96,26.13,229.50,22.37,13.36
,,8.43,25.25,553.48,302.22,2.93,114.29,29.89,3.19,2.74,21.99,120.73,79.91,17.83
,,9.35,28.11,555.53,345.16,10.91,44.15,22.10,29.11,5.88,11.69,336.47,57.10,15.63
,,8.95,27.20,558.30,363.74,3.65,10.60,64.71,40.18,3.79,13.39,349.78,63.46,3.19
,,8.12,29.38,724.30,381.61,10.77,14.95,49.04,19.10,11.14,14.30,182.62,29.14,0.54
,,7.78,28.72,703.97,282.59,7.91,64.82,15.33,17.50,3.51,2.20,102.82,5.38,17.51
,,9.31,29.82,568.09,313.05,5.49,11.52,65.59,8.67,14.36,40.87,362.04,61.96,0.22
,,8.02,26.24,471.29,357.30,4.53,88.36,44.39,28.19,10.20,37.43,155.46,31.44,4.42
,,7.55,26.53,547.63,368.51,9.93,20.83,64.42,34.39,13.63,21.04,217.33,5.53,8.65
,,9.05,25.46,499.74,201.89,1.81,70.65,39.82,31.19,13.02,19.40,185.39,86.31,2.76
,,6.97,27.95,664.17,239.90,6.95,118.07,27.80,42.39,9.43,5.83,183.60,13.29,7.50
,,9.13,25.96,478.23,347.13,2.57,55.67,4.84,21.47,11.25,18.50,386.64,19.21,11.04
,,8.38,26.92,560.40,290.44,4.14,50.25,55.31,35.74,14.53,35.37,182.26,22.88,18.05
,,6.87,28.66,642.46,211.52,4.22,36.69,51.86,5.73,5.35,30.54,260.53,53.91,16.07
,,7.48,28.26,334.44,271.84,8.04,6.75,66.87,41.35,2.78,28.55,373.73,34.58,17.04
,,7.04,28.99,504.06,355.59,0.23,113.70,33.78,8.41,3.88,8.79,262.64,14.67,12.34
,,8.55,27.13,421.89,379.54,0.84,87.83,29.37,19.39,12.62,35.91,390.02,3.29,12.50
,,8.85,28.80,626.74,192.18,3.35,65.32,35.01,30.33,11.71,4.33,211.32,41.99,9.83
,,7.10,26.37,394.18,238.32,7.77,118.89,63.75,29.19,0.43,35.99,320.10,72.67,19.16
,,8.78,29.28,565.37,354.29,8.12,117.98,30.80,4.16,6.36,34.77,199.48,57.98,13.85
,,8.02,26.77,647.22,301.30,5.28,79.48,58.28,18.01,12.48,34.98,141.01,12.20,19.21
,,7.06,27.59,291.43,200.56,10.37,15.38,57.84,3.31,5.56,29.23,388.78,33.07,3.58
,,7.83,27.11,451.48,246.03,3.02,20.32,66.39,36.36,7.14,20.82,168.01,71.01,14.25
,,8.22,26.51,357.53,194.47,2.74,28.32,50.36,35.84,11.91,21.52,107.43,51.34,16.57
,,8.47,28.66,367.20,236.28,0.35,9.98,59.81,36.50,2.11,36.73,68.57,31.25,2.65
,,8.58,26.65,642.08,291.57,8.54,22.18,6.40,33.45,6.08,10.80,253.95,67.60,14.58
,,8.81,25.65,353.44,281.31,7.17,8.12,58.87,42.04,12.66,10.19,361.50,84.02,11.37
,,8.86,26.83,668.06,269.08,11.11,75.23,26.97,11.87,13.07,24.61,150.43,82.67,6.62
,,9.01,27.62,321.37,202.00,4.26,66.29,16.78,10.02,3.62,28.09,396.31,78.18,14.78
,,9.36,27.14,289.02,219.76,4.01,87.33,55.57,3.96,10.46,21.14,237.69,55.95,17.28
,,8.59,28.46,401.71,208.52,10.22,21.82,51.74,31.32,6.94,41.74,187.44,6.11,2.71
,,8.24,27.54,685.14,265.55,9.88,60.54,21.88,10.16,14.56,24.23,98.43,50.37,9.60
,,7.26,27.70,797.33,397.50,8.98,94.74,53.15,18.20,5.37,32.74,139.20,50.82,1.58
,,6.97,25.63,531.97,192.65,6.19,105.67,34.29,14.32,2.59,30.68,383.61,88.69,2.49
,,8.05,29.89,416.70,221.88,4.92,15.04,27.13,31.64,2.37,3.27,247.65,27.01,3.16
,,9.06,29.61,580.06,386.03,1.49,100.32,34.07,17.78,13.95,16.30,107.78,12.22,4.63
,,6.70,28.10,771.70,336.82,5.20,106.29,22.42,16.72,6.82,27.87,186.93,68.39,2.45
,,8.77,28.43,365.15,200.66,7.10,40.85,20.78,41.61,2.32,27.49,291.37,53.92,13.19
,,8.57,26.99,728.83,364.87,0.74,42.15,31.83,2.57,10.84,31.78,160.28,9.91,11.19
,,6.75,26.40,448.80,377.45,6.39,97.09,42.80,14.66,0.82,22.92,359.76,33.29,14.40
,,8.98,28.98,715.77,407.66,8.57,103.10,57.22,1.39,1.93,15.37,229.86,44.35,0.49
,,7.25,26.51,474.94,342.29,4.17,28.36,16.15,17.94,4.43,35.69,190.90,17.71,11.51
,,8.22,25.21,445.91,232.72,6.98,60.75,38.87,5.01,4.44,36.67,324.79,66.85,13.90
,,6.87,28.39,323.79,354.86,2.92,9.27,63.91,23.06,2.03,41.20,301.73,88.83,1.76
,,7.96,29.89,269.44,228.53,6.71,74.80,22.26,32.69,6.22,3.78,121.91,45.94,6.87
,,9.07,28.24,693.80,406.00,6.19,34.45,36.44,35.27,8.58,27.35,391.68,29.81,18.31
,,7.74,28.39,664.04,198.86,1.54,56.09,25.29,37.37,0.58,19.61,369.19,12.22,8.90
,,9.02,26.87,421.35,381.99,4.79,75.63,15.92,10.37,8.77,28.34,196.78,37.60,7.03
,,8.78,26.55,402.92,400.35,6.43,111.55,6.44,0.44,0.51,22.90,180.72,50.26,3.77
,,8.80,27.31,353.65,299.45,9.08,50.10,36.46,15.41,12.22,21.10,304.22,40.23,17.07
,,9.03,27.73,673.30,389.71,6.47,102.04,11.20,3.88,4.59,21.59,71.44,37.28,14.21
,,6.93,26.68,364.04,293.93,4.81,99.91,2.43,23.50,2.39,18.23,265.32,89.91,13.72
,,8.72,28.93,598.06,312.12,7.61,34.94,7.00,40.42,5.51,19.29,280.33,31.00,18.56
,,7.08,28.66,646.81,228.01,3.22,114.61,39.12,21.37,14.10,13.17,357.34,24.75,14.79
,,6.62,29.05,781.14,314.59,9.08,95.14,50.06,1.74,14.22,11.44,157.06,57.91,5.75
,,7.33,27.33,713.47,354.30,10.20,46.18,56.27,10.82,13.74,17.31,376.17,68.87,4.02
,,7.54,26.47,500.72,189.05,10.23,29.06,24.72,22.15,11.53,3.73,347.13,31.19,8.77
,,9.24,28.45,522.61,189.53,6.84,70.82,41.59,7.59,5.05,9.06,315.36,15.15,3.68
,,8.22,28.38,704.20,206.94,0.89,73.69,66.55,8.90,1.71,6.62,289.54,61.77,0.98
,,8.24,29.77,636.32,323.13,5.92,109.33,33.86,0.62,3.78,22.03,360.71,79.12,15.42
,,7.55,28.16,344.39,321.79,4.22,105.77,51.30,23.78,10.34,2.00,107.97,42.85,15.35
,,9.34,28.92,771.60,349.85,3.63,115.29,6.75,31.81,5.44,23.56,357.52,42.12,2.20
,,9.47,26.02,677.84,365.06,3.41,46.74,41.92,4.70,8.02,25.39,343.53,57.32,19.38
,,7.69,25.41,543.39,279.91,3.63,18.53,40.54,29.69,3.16,2.07,63.97,92.27,0.33
,,8.65,28.72,389.49,386.07,4.56,16.54,45.96,1.54,13.44,17.81,151.61,65.55,8.54
,,8.39,26.44,545.06,228.64,6.99,7.20,58.72,4.30,2.17,12.85,367.13,25.75,0.49
,,7.19,28.63,470.67,331.66,6.92,103.86,51.93,33.42,3.16,35.63,92.65,42.34,16.06
,,9.29,25.58,628.35,205.49,3.67,80.83,26.36,39.15,1.98,6.69,267.69,51.07,19.18
,,7.18,29.55,576.36,239.52,4.17,76.87,7.49,0.91,6.44,10.77,244.17,27.23,12.60
,,7.89,25.66,592.53,407.94,8.94,29.80,49.59,3.75,6.92,28.52,144.59,80.83,4.48
,,7.70,26.87,566.92,277.13,6.91,115.66,27.12,26.90,13.60,15.74,173.15,70.56,15.17
,,8.97,25.44,308.18,209.23,4.45,80.79,58.27,18.67,1.52,28.70,71.23,11.08,5.00
,,9.17,29.45,733.37,246.30,8.49,7.33,9.58,19.79,2.50,24.67,272.58,3.57,7.81
,,7.00,25.78,578.56,342.41,8.09,64.71,39.47,8.77,7.44,8.71,140.60,71.04,3.18
,,8.90,28.25,738.83,328.99,4.79,59.14,6.63,38.82,6.79,9.69,386.12,5.95,2.18
,,9.00,29.53,566.46,320.93,6.27,53.88,1.84,31.01,10.40,14.95,212.44,39.50,14.29
,,8.60,26.23,364.67,242.04,0.77,107.22,25.64,41.90,3.06,18.56,235.93,50.07,10.16
,,6.84,29.99,650.02,270.71,1.94,64.08,4.10,4.84,7.38,33.45,159.04,6.47,14.32
,,8.12,27.27,427.14,245.86,8.63,63.56,36.18,33.68,0.92,20.48,335.11,84.77,13.37
,,6.92,26.15,784.52,306.81,2.53,118.52,20.45,12.27,2.23,31.63,285.15,72.56,0.21
,,9.00,27.84,435.06,185.97,4.95,63.86,1.68,8.60,4.03,31.00,237.26,5.32,17.78
,,6.89,27.93,588.74,215.65,8.43,57.53,66.15,13.22,11.51,29.18,138.97,42.70,7.31
,,7.65,29.98,787.67,310.12,8.20,113.23,32.37,16.62,8.25,16.87,368.36,23.92,18.43
,,8.39,28.96,600.57,231.25,4.01,114.98,13.25,8.67,5.18,20.84,97.99,58.71,19.49
,,7.96,25.81,729.28,404.39,5.86,80.03,61.88,15.94,3.39,30.25,148.48,87.56,1.91
,,9.07,29.13,333.07,389.37,7.24,86.40,52.16,10.27,9.89,8.92,78.43,23.41,17.01
,,8.58,25.36,796.74,303.65,9.46,67.24,26.43,23.41,4.73,15.13,275.32,80.46,11.59
,,6.68,29.57,772.08,209.69,2.99,23.07,24.07,41.24,4.20,13.87,272.31,59.36,2.54
,,9.11,27.02,360.45,332.47,2.37,104.59,65.04,16.75,4.28,37.46,218.96,37.89,0.43
,,8.20,26.46,312.14,307.59,0.56,7.26,24.63,19.52,0.67,33.13,378.26,81.36,18.10
,,9.21,27.88,607.30,299.68,5.97,16.73,54.17,37.58,4.21,6.23,211.54,56.12,4.92
,,9.00,26.54,313.33,403.44,3.35,91.72,18.54,29.06,14.18,12.25,114.70,32.31,15.99
,,9.40,25.88,532.28,342.45,0.78,103.64,36.10,2.21,1.59,16.73,233.94,6.14,15.27
,,6.76,28.28,630.33,316.79,9.11,99.56,37.74,27.26,3.37,15.63,184.72,40.87,11.63
,,9.52,25.56,458.27,402.02,0.98,103.44,22.38,30.82,3.05,8.56,253.26,6.61,13.83
,,7.77,26.15,712.91,204.22,1.92,116.10,27.61,31.01,8.87,33.48,123.55,16.90,3.83
,,7.81,26.61,725.15,295.00,1.23,68.32,48.53,21.72,1.09,31.66,292.02,16.82,5.01
,,8.86,25.97,505.14,224.56,0.12,17.44,40.58,23.08,11.58,35.94,354.49,60.76,16.54
,,8.00,25.74,437.40,274.17,6.66,42.49,57.03,1.12,7.33,39.56,161.20,69.11,13.20
,,9.39,26.71,779.99,290.80,9.21,43.52,1.47,0.88,1.90,21.04,403.23,59.90,5.08
,,7.51,29.95,508.10,370.47,3.07,117.30,26.89,26.86,4.81,34.50,207.02,51.22,13.34
,,8.57,25.57,681.20,402.87,9.01,12.19,44.92,28.37,1.88,40.87,222.67,65.61,9.07
,,7.77,26.72,297.07,291.71,2.79,90.53,40.43,33.07,0.43,24.55,134.57,52.14,15.47
,,7.95,28.06,693.39,350.56,0.78,22.96,44.04,25.13,14.50,38.14,247.91,19.60,8.96
,,8.79,25.21,788.46,237.20,8.20,70.24,30.07,3.38,3.09,29.62,380.37,19.62,14.00
,,7.79,26.41,460.94,333.97,9.63,29.57,1.20,15.19,11.95,33.79,369.59,38.86,11.77
,,7.16,28.02,663.86,358.86,4.53,19.10,12.20,31.77,3.95,26.32,329.37,45.88,16.95
,,8.36,29.89,455.29,374.30,9.07,59.30,18.36,20.92,0.81,36.83,336.97,5.64,16.91
,,7.08,25.29,613.73,352.05,5.51,35.83,25.85,34.12,5.25,30.51,66.55,6.84,13.02
,,6.56,28.87,310.33,292.48,4.33,115.06,3.74,39.70,2.55,30.22,371.19,12.47,13.52
,,7.85,28.33,572.42,360.08,11.39,54.68,25.34,29.80,9.09,1.70,363.45,8.79,17.23
,,8.25,26.10,503.20,248.20,9.30,86.27,60.21,26.44,1.00,3.22,284.18,36.78,11.48
,,8.66,28.81,734.06,351.31,7.82,80.00,47.55,34.23,7.65,7.56,242.44,2.54,6.26
,,8.80,27.95,394.23,206.37,0.42,45.76,4.73,33.09,11.05,13.48,198.03,58.57,2.41
,,6.55,29.82,325.26,272.51,9.66,92.00,1.25,0.71,1.11,33.52,136.64,19.29,7.36
,,7.85,26.59,525.08,322.90,7.26,97.43,35.26,5.55,5.96,15.01,77.01,87.51,4.00
,,7.43,28.46,381.88,360.59,11.09,71.81,22.03,11.35,4.49,28.29,220.25,12.51,17.60
,,7.42,29.08,465.89,321.22,6.46,17.90,54.21,3.17,6.86,17.33,153.93,87.54,15.27
,,8.75,28.92,334.53,187.00,6.88,59.21,62.09,31.78,4.71,10.46,351.15,8.85,4.47
,,7.29,28.33,782.81,246.97,9.62,12.84,12.34,13.46,14.46,23.53,223.76,22.83,7.03
,,9.09,25.66,784.47,234.36,2.20,98.90,28.95,11.26,4.62,22.59,106.68,24.18,5.87
,,8.41,29.98,314.21,323.27,5.70,28.09,48.71,0.65,11.19,26.85,176.50,76.40,7.52
,,7.06,26.36,373.76,193.21,8.29,113.47,15.82,27.75,11.93,29.08,339.65,77.75,8.11
,,8.18,26.36,612.22,382.46,8.12,31.49,51.84,18.69,2.17,17.42,193.21,56.73,1.23
,,9.30,28.23,473.90,373.62,11.02,79.16,24.78,25.49,10.43,35.21,122.99,11.91,5.21
,,6.52,29.27,446.66,335.61,5.26,62.14,25.91,5.58,11.07,31.16,310.77,32.27,7.25
,,7.15,29.19,351.68,296.01,2.10,68.01,51.50,12.07,8.15,27.32,397.82,29.58,13.44
,,7.25,30.10,552.67,252.52,2.79,81.07,38.19,11.49,5.88,21.94,162.80,64.02,11.73
,,7.39,29.54,684.76,256.73,7.26,110.81,22.96,23.28,12.95,21.53,178.78,83.00,19.13
,,6.55,27.79,795.08,243.02,4.04,55.58,47.28,25.64,3.75,5.99,117.56,62.58,16.75
,,8.54,26.46,663.49,306.73,10.04,83.33,48.11,6.76,2.20,28.64,206.39,74.45,6.83
,,8.68,26.68,684.33,396.87,7.30,116.09,9.33,39.48,0.70,40.24,355.82,59.07,18.57
,,8.93,26.62,673.74,347.63,7.01,24.71,14.45,15.48,4.58,36.65,292.79,84.20,2.14
,,8.56,27.75,713.00,231.54,1.66,38.75,17.69,38.10,6.59,27.31,227.62,53.54,11.82
,,6.99,28.66,653.05,256.73,7.32,55.95,65.43,8.65,5.34,41.44,59.17,55.03,3.47
,,7.18,28.97,609.16,370.83,4.69,107.26,40.26,26.56,1.91,2.53,136.97,55.96,0.18
,,7.42,25.49,796.06,398.41,1.17,61.43,44.73,38.94,13.07,31.35,391.44,40.09,14.17
,,7.89,27.30,737.97,334.41,7.02,63.75,14.64,31.07,12.28,1.47,387.01,73.97,4.35
,,9.40,26.35,727.00,302.93,5.38,56.86,35.53,2.95,1.08,28.39,193.01,74.18,19.48
,,6.70,30.09,604.65,189.43,5.70,7.00,41.00,9.70,9.31,22.59,399.64,89.82,0.61
,,7.24,29.96,517.42,323.90,9.50,45.11,34.00,40.95,9.64,18.19,94.58,79.18,13.06
,,6.61,28.91,305.20,241.68,3.90,104.52,54.93,20.71,6.22,32.02,289.95,51.09,16.81
,,8.30,27.55,369.99,303.01,2.29,50.66,24.03,43.00,9.59,41.42,360.81,50.02,8.64
,,7.03,28.97,522.10,213.78,9.95,43.61,62.80,35.98,14.40,23.71,116.93,38.36,19.08
,,7.77,29.46,569.87,212.16,9.01,59.90,66.39,27.64,5.03,15.00,138.24,83.14,13.42
,,7.09,25.63,541.99,379.49,4.27,29.56,16.36,17.19,1.26,39.90,316.46,12.14,9.71
,,7.02,29.48,660.06,298.71,10.64,5.39,52.02,40.43,2.39,22.13,294.48,58.36,10.68
,,9.25,28.52,712.70,218.46,5.64,114.29,15.64,3.16,10.65,17.50,236.84,68.07,16.41
,,9.30,28.96,636.82,231.38,6.88,22.07,52.48,1.17,5.11,21.79,90.09,41.81,7.07
,,6.66,26.65,341.08,300.84,2.17,32.33,55.62,24.22,0.85,36.34,258.20,71.08,16.98
,,7.53,29.20,523.22,295.29,8.40,49.34,43.61,6.30,10.18,8.63,100.99,30.32,19.26
,,9.26,25.34,410.26,280.25,6.96,43.53,60.60,3.56,7.49,28.72,159.37,9.92,4.87
,,8.93,26.35,644.09,205.87,2.92,30.66,43.36,35.49,6.59,28.54,247.67,81.23,18.66
,,7.07,29.94,394.90,394.26,6.17,102.49,40.72,2.57,11.47,26.76,146.97,52.30,17.39
,,6.85,29.51,369.15,295.73,8.35,35.51,25.91,9.96,3.03,39.58,251.18,4.55,14.89
,,6.70,26.79,398.24,262.38,0.77,94.38,35.41,29.88,4.30,2.00,187.20,51.77,5.01
,,8.70,25.56,623.70,309.17,2.60,14.42,60.12,31.12,11.92,22.98,134.30,91.49,2.74
,,6.46,28.90,707.21,329.59,7.58,112.54,4.69,36.36,1.21,16.07,175.87,12.19,16.25
,,8.81,26.25,475.93,377.74,0.84,59.58,55.06,14.80,6.74,15.54,136.77,90.88,16.90
,,6.64,26.19,355.12,239.63,0.36,100.58,61.28,35.40,3.37,7.56,303.88,20.97,16.16
,,8.31,29.82,584.80,322.24,7.14,62.89,43.03,42.65,7.47,5.06,401.77,6.99,3.37
,,7.45,26.06,556.10,380.94,5.43,87.70,31.92,8.71,7.01,22.43,70.24,76.38,5.43
,,8.69,26.95,445.99,343.70,5.92,40.93,26.45,18.84,8.43,13.42,323.44,90.39,1.92
,,7.44,26.22,575.55,265.81,6.38,21.77,29.83,13.26,9.47,30.84,86.06,84.38,10.84
,,9.42,27.21,605.96,284.20,9.63,86.46,54.76,18.41,12.19,3.71,296.50,79.15,11.47
,,6.79,28.75,532.42,223.72,6.47,26.40,36.96,24.81,7.25,26.71,317.90,10.08,15.45
,,8.14,29.96,463.75,198.17,8.36,113.64,66.44,19.84,8.91,6.97,386.05,59.67,1.88
,,8.79,28.10,459.08,381.94,7.95,66.73,18.04,3.07,13.66,5.79,235.85,12.40,14.61
,,8.26,25.57,756.04,210.84,0.25,11.58,66.07,3.30,6.10,34.00,218.53,12.32,15.25
,,6.76,28.93,592.17,232.81,5.40,67.06,27.16,28.11,5.84,1.76,344.76,46.13,13.53
,,7.44,26.75,624.76,232.48,7.12,47.65,62.16,35.58,5.13,28.00,293.62,19.51,4.22
,,7.10,29.43,347.73,385.61,6.49,40.42,35.47,25.99,8.86,20.75,350.46,25.37,2.05
,,9.29,27.54,463.26,257.90,2.04,60.13,19.84,9.57,8.74,40.99,153.87,67.25,17.79
,,6.75,29.15,391.12,269.27,3.97,44.26,61.56,2.36,8.09,41.56,397.67,26.25,9.56
,,6.87,26.11,373.24,324.95,4.57,78.91,20.34,33.11,7.09,34.74,155.39,22.54,13.09
,,7.38,29.30,619.95,368.55,8.06,11.31,29.74,40.75,5.88,18.31,294.99,55.59,5.76
,,7.00,25.21,582.62,354.01,6.65,6.49,48.98,18.18,2.84,27.90,207.82,23.68,5.60
,,6.66,29.70,366.31,240.14,9.97,77.19,52.15,11.84,9.19,20.01,102.38,23.08,6.92
,,9.17,27.33,750.93,215.66,7.67,20.49,18.77,23.95,9.96,40.69,178.86,8.74,4.42
,,8.33,28.69,658.71,363.63,7.18,42.07,21.46,7.85,1.19,25.92,188.16,33.90,16.09
,,7.64,27.00,495.45,365.24,0.22,26.19,15.18,35.95,6.65,14.41,91.84,58.29,5.98
,,7.82,26.25,615.02,228.32,0.74,40.51,23.73,2.88,7.64,17.16,380.73,35.04,1.49
,,6.99,25.39,288.66,398.12,11.21,55.93,3.37,41.42,14.69,2.33,189.30,9.56,4.87
,,6.96,29.43,728.45,197.81,0.29,93.49,63.20,30.20,6.76,25.84,179.52,66.66,16.18
,,6.83,25.41,595.31,262.59,8.36,77.04,33.05,0.04,3.81,11.12,126.10,75.86,9.02
,,7.06,26.92,736.85,213.24,0.48,118.54,25.63,40.34,1.63,37.60,211.19,78.37,15.45
,,7.33,29.61,674.59,281.77,3.76,54.04,55.13,36.27,3.55,13.94,128.34,40.58,18.35
,,7.34,26.96,408.27,280.08,4.91,62.72,65.42,23.45,2.90,3.64,203.95,48.66,12.44
,,8.96,29.64,492.39,195.82,4.05,5.51,16.57,23.54,11.84,1.86,219.31,92.05,17.53
,,7.54,27.52,717.82,349.76,3.78,47.92,43.87,32.54,4.94,35.89,246.49,66.30,7.02
,,8.06,29.90,576.02,329.68,9.66,117.32,36.01,40.95,13.97,16.24,91.13,77.77,19.43
,,6.80,28.32,780.72,236.32,10.03,118.23,31.98,42.01,7.27,25.35,154.85,83.65,2.98
,,6.56,26.78,725.98,218.73,5.79,110.29,9.99,24.19,7.76,37.59,367.32,87.53,4.20
,,6.94,25.27,656.70,215.50,9.36,34.96,16.03,39.91,3.37,34.57,385.29,15.66,0.69
,,9.31,27.85,749.06,317.25,0.39,115.60,22.48,17.68,3.33,8.13,382.83,55.00,12.13
,,9.19,26.08,394.96,237.78,6.45,35.00,68.24,34.84,7.68,9.23,89.70,5.45,8.06
,,6.77,28.01,294.66,250.10,10.06,108.52,36.30,7.54,0.52,21.49,136.62,19.21,13.94
,,7.66,29.37,327.56,344.53,5.79,39.52,30.77,41.16,10.80,31.18,255.66,40.43,4.83
,,7.51,29.59,425.83,234.13,8.39,56.86,7.07,16.26,4.88,26.06,201.94,57.13,12.14
,,7.66,26.81,376.20,202.61,9.08,52.03,60.82,15.77,4.41,15.53,253.91,78.38,16.04
,,8.15,27.28,572.86,211.09,9.86,20.48,5.25,5.84,9.93,34.62,71.88,35.99,6.71
,,8.09,25.78,343.67,316.67,10.37,15.19,50.48,5.05,11.38,23.03,111.04,3.40,7.80
,,8.21,29.74,725.53,359.37,4.03,55.45,55.74,26.89,10.80,33.91,166.76,75.84,16.62
,,8.23,27.77,495.14,349.28,1.37,52.87,66.41,5.17,10.56,23.78,230.73,84.79,12.06
,,8.20,25.25,295.75,353.32,11.20,78.89,1.00,9.48,8.61,29.05,374.71,54.09,6.95
,,7.14,28.71,418.06,209.17,7.37,16.49,7.63,36.47,14.30,32.18,114.87,27.32,3.92
,,8.91,26.71,483.37,251.84,9.37,60.35,36.57,30.67,8.42,11.39,197.29,34.18,19.17
,,8.81,26.05,728.30,278.42,4.60,57.29,7.56,28.22,14.61,3.52,236.49,79.63,4.72
,,7.80,27.64,372.44,211.52,11.03,15.24,44.00,14.75,3.21,26.08,322.19,29.07,18.55
,,6.55,26.98,468.32,353.36,10.41,58.16,49.55,40.68,3.16,29.09,62.56,6.38,14.67
,,7.33,27.27,446.45,238.26,7.30,105.83,11.14,30.90,6.11,9.45,182.30,48.84,10.24
,,8.07,25.96,469.21,196.43,5.26,8.46,67.63,17.52,5.75,23.16,281.85,52.70,14.84
,,9.12,29.63,387.02,343.54,4.34,54.34,5.00,19.65,2.66,27.12,285.01,62.68,13.97
,,8.86,26.40,773.91,338.92,11.13,47.37,14.80,29.58,8.54,34.92,392.95,23.41,10.19
,,7.93,26.04,655.90,363.83,1.27,27.89,59.55,23.76,0.54,37.59,101.90,35.77,7.86
,,7.96,25.27,785.52,387.24,9.00,52.34,54.05,4.84,3.75,12.34,366.80,43.35,6.92
,,7.81,27.62,435.41,279.59,3.25,93.59,22.41,34.03,10.62,19.70,146.48,80.90,5.17
,,7.20,25.89,456.06,223.86,6.41,25.48,57.94,40.72,9.78,35.34,172.34,44.67,5.88
,,8.77,27.12,368.72,214.46,1.58,28.31,18.57,11.36,4.62,41.82,165.34,37.51,7.32
,,8.14,25.59,411.66,277.82,6.05,48.45,25.10,38.70,3.23,41.89,209.17,81.50,11.86
,,8.52,27.09,663.06,287.74,5.27,5.64,4.91,24.38,4.54,12.75,147.04,29.97,5.19
